Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP01077,40203,34161,Salaried,51,Married,2,700,1,1.396,213693,1227381,1921973,240,Business,Semi-Urban,Postgraduate,Female,Private,1
APP01078,38426,0,Self-Employed,29,Single,1,548,2,0.184,228852,1464499,196167,360,Personal,Urban,Graduate,Male,Private,1
APP01079,69757,0,Self-Employed,49,Single,0,478,0,0.642,10327,1472270,1244701,360,Personal,Rural,Postgraduate,Male,Private,1
APP01080,114736,0,Business,34,Single,2,752,2,1.389,197318,268889,1475496,120,Education,Urban,Undergraduate,Male,Private,1
APP01081,31490,0,Self-Employed,60,Single,4,739,0,1.5,87675,1552983,1055912,84,Personal,Rural,Undergraduate,Male,Govt,0
APP01082,67136,0,Self-Employed,61,Single,0,600,0,0.228,227483,169042,212591,180,Business,Urban,Graduate,Female,Private,1
APP01083,110222,6639,Salaried,42,Married,1,707,2,0.439,300408,1672723,1424106,360,Home,Rural,Undergraduate,Female,Govt,1
APP01084,118772,0,Self-Employed,31,Single,0,663,0,1.5,345740,667242,2126087,84,Personal,Urban,Postgraduate,Male,Private,0
APP01085,260361,64546,Business,43,Married,2,766,0,1.5,413872,127816,2255854,36,Business,Urban,Undergraduate,Male,Self,1
APP01086,149776,73465,Salaried,21,Married,0,686,0,0.143,154877,1650164,888769,360,Personal,Urban,Graduate,Male,Private,1
APP01087,29923,0,Self-Employed,57,Single,1,752,1,1.5,235974,745461,2164400,12,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP01088,81786,41941,Self-Employed,41,Married,2,630,0,1.5,33855,69979,3577231,12,Business,Rural,Undergraduate,Male,Self,0
APP01089,54123,29974,Salaried,46,Married,2,702,2,1.5,271271,1848591,928624,60,Personal,Semi-Urban,Undergraduate,Male,Self,1
APP01090,28264,44183,Self-Employed,56,Married,1,646,2,1.5,459938,696650,1901949,24,Personal,Rural,Graduate,Female,Self,0
APP01091,56812,0,Salaried,43,Single,1,630,0,1.5,126704,1888865,2029168,180,Business,Semi-Urban,Graduate,Female,Private,1
APP01092,252668,57148,Business,21,Married,2,493,1,1.5,305463,337816,4592659,24,Business,Semi-Urban,Graduate,Male,Govt,0
APP01093,279103,0,Business,60,Single,0,753,0,0.152,336270,1659623,590412,180,Business,Rural,Graduate,Female,Self,1
APP01094,136751,31708,Salaried,35,Married,0,819,2,0.846,280117,20342,2640493,240,Home,Urban,Graduate,Male,Private,1
APP01095,143414,0,Salaried,41,Single,3,568,1,0.218,218453,840248,578107,240,Home,Urban,Graduate,Male,Self,1
APP01096,112225,0,Self-Employed,29,Single,0,735,0,1.5,184159,1123988,4801293,36,Personal,Rural,Undergraduate,Male,Private,1
APP01097,104698,26649,Salaried,29,Married,2,732,0,1.267,455927,1567108,4621743,360,Personal,Rural,Graduate,Male,Private,0
APP01098,41058,30373,Salaried,30,Married,3,638,0,1.5,32281,1631178,1206323,120,Home,Rural,Postgraduate,Female,Self,0
APP01099,66482,74501,Salaried,46,Married,0,621,2,1.5,152621,1966826,4722361,60,Home,Rural,Graduate,Male,Private,0
APP01100,134203,0,Salaried,61,Single,1,774,0,1.5,131566,362632,4976698,240,Home,Urban,Graduate,Male,Govt,1
APP01101,27998,0,Salaried,55,Single,2,766,0,1.5,328570,941834,348747,60,Personal,Rural,Graduate,Male,Govt,1
APP01102,251424,0,Business,45,Single,3,716,0,1.5,32623,734948,4891449,60,Business,Semi-Urban,Graduate,Male,Private,0
APP01103,145021,17341,Business,46,Married,3,638,4,0.281,236104,959848,843941,240,Business,Rural,Undergraduate,Female,Govt,1
APP01104,58334,0,Self-Employed,31,Single,2,767,2,1.5,94616,1670976,1088858,60,Education,Semi-Urban,Undergraduate,Male,Private,1
APP01105,68386,0,Business,58,Single,0,613,0,1.5,140769,683966,3760991,12,Education,Semi-Urban,Graduate,Male,Private,0
APP01106,143821,0,Salaried,22,Single,2,793,0,1.5,282874,96537,2969277,120,Education,Semi-Urban,Graduate,Male,Self,1
APP01107,59648,0,Salaried,27,Single,1,810,3,1.5,164317,185545,4188373,240,Education,Urban,Graduate,Male,Private,1
APP01108,85623,56035,Salaried,38,Married,1,774,0,1.5,442350,1582074,3537913,36,Personal,Urban,Undergraduate,Male,Self,1
APP01109,17482,12405,Self-Employed,47,Married,0,707,4,1.5,36313,1653479,4085472,24,Education,Rural,Undergraduate,Female,Govt,0
APP01110,57540,0,Business,54,Single,0,476,0,1.5,220165,551442,2740089,120,Home,Rural,Postgraduate,Male,Private,0
APP01111,94211,0,Self-Employed,47,Single,2,665,0,1.5,332717,1077263,4348761,12,Education,Urban,Postgraduate,Female,Govt,0
APP01112,73756,9973,Business,37,Married,1,821,2,1.5,58595,1383404,2489597,84,Home,Rural,Undergraduate,Female,Private,1
APP01113,92271,58565,Self-Employed,63,Married,1,754,1,0.061,34908,487268,85022,120,Home,Semi-Urban,Graduate,Female,Self,1
APP01114,37018,23091,Salaried,64,Married,1,714,4,0.362,372934,15473,402769,240,Education,Semi-Urban,Graduate,Male,Self,1
APP01115,54652,19584,Salaried,44,Married,3,625,2,0.604,465773,1886184,622995,180,Home,Urban,Undergraduate,Male,Private,0
APP01116,29476,74607,Salaried,45,Married,2,761,1,1.5,306792,1244227,3382055,120,Education,Rural,Postgraduate,Male,Private,1
APP01117,134371,0,Salaried,27,Single,0,554,2,1.5,390757,292429,4986842,24,Home,Semi-Urban,Postgraduate,Female,Self,0
APP01118,49422,0,Self-Employed,26,Single,0,666,2,1.5,42289,1660957,1651572,240,Personal,Semi-Urban,Postgraduate,Male,Self,0
APP01119,52482,2063,Salaried,44,Married,0,819,1,1.5,198782,697862,2971983,240,Business,Semi-Urban,Graduate,Male,Self,1
APP01120,91964,73839,Self-Employed,53,Married,3,615,0,0.517,144911,800651,556035,84,Education,Urban,Postgraduate,Male,Private,1
APP01121,71284,11631,Self-Employed,49,Married,2,728,0,1.5,101541,1223654,3582292,36,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP01122,111411,1125,Salaried,63,Married,1,539,0,1.5,204910,1891178,4965329,240,Business,Urban,Graduate,Male,Govt,0
APP01123,41219,0,Salaried,42,Single,2,627,2,1.5,144583,1685525,545236,84,Education,Urban,Postgraduate,Male,Private,0
APP01124,55448,0,Salaried,46,Single,1,694,1,1.5,91527,976302,2527727,36,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP01125,104903,22485,Salaried,48,Married,3,708,0,0.354,135568,957469,1252802,360,Home,Rural,Graduate,Male,Private,1
APP01126,43005,0,Business,41,Single,1,845,2,1.5,371816,820902,2453331,360,Education,Semi-Urban,Graduate,Male,Self,0
APP01127,31855,0,Salaried,27,Single,0,639,0,1.5,376193,1637011,4274598,180,Personal,Urban,Graduate,Male,Self,0
APP01128,60311,0,Self-Employed,37,Single,0,727,1,1.5,135872,103833,4497314,240,Home,Semi-Urban,Postgraduate,Male,Self,0
APP01129,148991,15740,Business,40,Married,1,725,3,1.464,473666,564272,1562601,84,Business,Rural,Graduate,Male,Private,0
APP01130,72696,0,Business,61,Single,3,632,1,1.5,146020,1093956,1379780,84,Home,Semi-Urban,Postgraduate,Female,Private,0
APP01131,250755,9156,Business,40,Married,1,756,0,0.73,49638,1547751,1229744,84,Business,Rural,Undergraduate,Male,Private,1
APP01132,26084,37214,Salaried,42,Married,3,733,1,1.5,229962,1938729,2906217,24,Business,Semi-Urban,Graduate,Female,Private,0
APP01133,123856,63389,Salaried,48,Married,2,658,2,0.785,141945,245509,408076,36,Business,Rural,Undergraduate,Male,Self,0
APP01134,46944,75694,Salaried,60,Married,0,695,1,0.316,167533,1382580,717578,240,Business,Urban,Undergraduate,Male,Private,1
APP01135,58921,2808,Salaried,27,Married,0,603,0,1.5,209106,479009,2993909,120,Home,Urban,Graduate,Female,Private,0
APP01136,144056,62987,Business,21,Married,0,609,0,0.276,356236,598137,1589609,360,Personal,Urban,Graduate,Male,Private,1
APP01137,21214,70938,Self-Employed,52,Married,2,678,2,0.365,496358,1620091,466893,180,Home,Semi-Urban,Undergraduate,Male,Self,0
APP01138,76397,0,Salaried,33,Single,0,739,1,1.462,32091,91588,1034364,120,Business,Rural,Undergraduate,Male,Private,0
APP01139,43070,0,Salaried,50,Single,1,653,2,1.5,338315,1949961,3894462,60,Home,Rural,Graduate,Male,Private,0
APP01140,79987,60734,Salaried,43,Married,1,630,1,1.257,189071,1990683,2456204,180,Home,Urban,Graduate,Female,Self,0
APP01141,42552,0,Self-Employed,39,Single,2,661,1,1.5,259889,349442,2787895,60,Business,Urban,Graduate,Male,Private,0
APP01142,50377,0,Self-Employed,52,Single,0,746,3,0.594,300676,1067084,415612,180,Home,Urban,Undergraduate,Female,Self,1
APP01143,211792,0,Business,50,Single,1,571,0,1.5,420906,1786287,4335932,84,Home,Urban,Graduate,Female,Private,0
APP01144,134673,63829,Business,49,Married,1,748,0,0.267,284180,1708910,98316,24,Education,Semi-Urban,Postgraduate,Male,Private,1
APP01145,112755,0,Salaried,49,Single,1,720,1,1.463,312184,1724097,2290510,180,Personal,Rural,Undergraduate,Female,Self,1
APP01146,131993,0,Salaried,50,Single,3,571,0,0.05,454412,1694589,113539,240,Personal,Rural,Graduate,Male,Private,1
APP01147,84439,0,Salaried,36,Single,0,661,1,1.5,446127,554018,1831067,24,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP01148,56489,12965,Salaried,60,Married,3,730,4,1.5,180634,602547,4697410,120,Business,Rural,Graduate,Male,Private,0
APP01149,108273,12228,Business,39,Married,2,527,3,1.5,277465,867441,3745568,60,Home,Semi-Urban,Undergraduate,Female,Private,0
APP01150,38226,0,Self-Employed,38,Single,2,597,1,1.5,34152,1705021,4520077,84,Education,Urban,Graduate,Male,Private,0
APP01151,42677,49229,Self-Employed,21,Married,2,558,3,1.5,90884,612403,4611218,12,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP01152,72802,12822,Salaried,34,Married,1,633,0,0.303,353675,219251,240000,120,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP01153,135463,30070,Salaried,22,Married,0,763,1,0.307,322055,223278,940199,240,Education,Semi-Urban,Graduate,Female,Self,1
APP01154,87778,0,Salaried,48,Single,2,743,1,1.5,357442,1460661,481474,24,Home,Urban,Graduate,Male,Govt,1
APP01155,82719,0,Salaried,50,Single,1,639,0,1.5,398361,146843,2291067,12,Home,Urban,Graduate,Male,Private,0
APP01156,32744,79044,Self-Employed,58,Married,2,762,0,0.108,75637,1876068,336132,360,Home,Urban,Graduate,Female,Private,1
APP01157,58688,0,Salaried,24,Single,1,733,3,1.5,140319,1430806,2525254,24,Home,Rural,Undergraduate,Female,Govt,0
APP01158,63001,39884,Self-Employed,21,Married,3,782,2,1.5,473330,1070038,4604667,240,Home,Semi-Urban,Undergraduate,Female,Private,0
APP01159,47799,0,Business,28,Single,2,672,2,1.5,336868,367650,3491173,84,Education,Rural,Graduate,Female,Private,0
APP01160,122065,0,Salaried,49,Single,0,723,0,1.5,495526,1985512,2751953,24,Home,Rural,Postgraduate,Female,Private,1
APP01161,63917,0,Self-Employed,59,Single,1,900,1,1.5,199361,1431910,3859039,84,Personal,Urban,Postgraduate,Female,Private,1
APP01162,130352,0,Salaried,23,Single,2,655,3,0.686,441763,275318,2484397,360,Business,Semi-Urban,Undergraduate,Male,Private,0
APP01163,61745,53409,Self-Employed,52,Married,2,674,1,1.5,400912,869151,4535163,120,Education,Rural,Graduate,Male,Self,0
APP01164,15907,0,Self-Employed,30,Single,1,667,1,1.5,460257,422913,1803152,36,Education,Semi-Urban,Graduate,Female,Self,0
APP01165,48614,68089,Business,30,Married,3,672,3,0.05,242616,1756910,87109,240,Business,Rural,Graduate,Male,Private,1
APP01166,54677,0,Salaried,39,Single,0,724,1,1.5,417929,267755,1005354,12,Education,Urban,Postgraduate,Male,Self,1
APP01167,106540,0,Salaried,54,Single,1,684,1,0.077,49549,898927,227736,360,Business,Urban,Graduate,Male,Private,1
APP01168,35272,0,Salaried,53,Single,3,570,0,1.5,179620,22393,3010454,360,Home,Rural,Graduate,Female,Self,0
APP01169,31212,38389,Salaried,43,Married,3,681,1,1.5,450849,484623,797196,60,Business,Rural,Graduate,Male,Private,0
APP01170,45172,0,Self-Employed,48,Single,2,637,2,0.836,363555,922767,699373,240,Education,Rural,Postgraduate,Male,Self,0
APP01171,103699,76084,Business,52,Married,3,541,0,0.571,226958,500146,284970,36,Home,Semi-Urban,Graduate,Male,Private,1
APP01172,133644,65107,Salaried,27,Married,0,771,1,0.875,402857,1988034,1610393,120,Business,Rural,Graduate,Male,Govt,1
APP01173,100236,0,Salaried,49,Single,3,637,0,1.5,338239,1571419,4465313,240,Business,Rural,Graduate,Male,Private,0
APP01174,120516,47743,Salaried,28,Married,1,710,0,0.316,497780,143068,1474606,360,Education,Rural,Graduate,Male,Private,1
APP01175,42297,0,Salaried,21,Single,0,427,1,1.091,382481,1976885,854938,240,Business,Semi-Urban,Postgraduate,Male,Private,0
APP01176,76932,25579,Salaried,23,Married,0,719,0,1.375,409847,1516435,3914713,360,Home,Urban,Graduate,Female,Private,1
APP01177,131885,64102,Salaried,44,Married,1,654,3,1.5,434032,1911011,2078846,60,Personal,Rural,Graduate,Male,Self,0
APP01178,109090,0,Self-Employed,43,Single,0,555,0,1.5,7023,938528,832722,12,Home,Semi-Urban,Postgraduate,Female,Private,0
APP01179,53625,70160,Salaried,28,Married,1,635,1,0.229,423872,1745543,394535,180,Home,Semi-Urban,Graduate,Female,Private,1
APP01180,53831,23103,Salaried,57,Married,0,625,0,1.5,484406,215287,2016388,60,Personal,Semi-Urban,Graduate,Male,Govt,1
APP01181,30175,0,Self-Employed,23,Single,0,740,0,1.5,485469,1519598,4219231,12,Education,Semi-Urban,Undergraduate,Female,Self,1
APP01182,143313,28534,Salaried,53,Married,2,687,1,1.5,39842,1000855,2240198,36,Home,Semi-Urban,Graduate,Male,Self,0
APP01183,90630,0,Self-Employed,48,Single,1,558,3,1.243,496302,218164,1565035,180,Education,Urban,Graduate,Female,Self,0
APP01184,103617,50486,Self-Employed,28,Married,1,715,1,1.5,60189,1652287,741175,36,Home,Rural,Graduate,Male,Private,0
APP01185,27167,0,Self-Employed,54,Single,2,514,2,1.5,395262,362809,600785,12,Personal,Semi-Urban,Graduate,Female,Private,0
APP01186,54367,0,Salaried,55,Single,3,589,0,1.5,246810,875893,3895047,180,Home,Semi-Urban,Postgraduate,Male,Govt,0
APP01187,70813,0,Salaried,52,Single,2,681,0,1.5,313067,1716260,4934449,240,Business,Urban,Postgraduate,Male,Private,1
APP01188,187049,19638,Business,44,Married,1,630,2,0.537,302224,525011,718726,84,Home,Urban,Postgraduate,Male,Govt,0
APP01189,92381,0,Self-Employed,34,Single,2,775,1,0.102,8474,99851,87649,120,Education,Urban,Graduate,Female,Private,1
APP01190,60547,0,Salaried,52,Single,0,693,1,1.5,130185,1106899,4330421,36,Home,Semi-Urban,Graduate,Female,Private,0
APP01191,88642,0,Salaried,63,Single,0,730,0,1.5,477923,729171,1642707,84,Personal,Urban,Undergraduate,Male,Private,1
APP01192,49914,5403,Salaried,36,Married,1,733,0,1.5,139332,129923,2781690,36,Home,Rural,Undergraduate,Male,Private,1
APP01193,141664,0,Salaried,24,Single,3,644,1,1.5,458434,1979485,2087050,24,Education,Urban,Graduate,Male,Self,1
APP01194,88450,0,Self-Employed,57,Single,0,594,3,1.5,386670,650654,2797440,180,Home,Urban,Graduate,Female,Govt,0
APP01195,42178,38919,Salaried,41,Married,0,676,0,1.5,447325,394581,3826659,180,Business,Urban,Graduate,Male,Self,1
APP01196,92258,77895,Salaried,34,Married,0,749,3,1.302,10618,520910,4102766,240,Home,Urban,Graduate,Female,Govt,0
APP01197,63298,0,Self-Employed,51,Single,3,661,0,1.5,181837,844325,782531,12,Business,Rural,Graduate,Male,Govt,1
APP01198,85563,22614,Salaried,38,Married,2,727,1,1.5,262262,781732,3195365,24,Home,Rural,Graduate,Male,Govt,0
APP01199,108153,0,Self-Employed,27,Single,0,677,0,1.5,170190,439643,509348,24,Home,Semi-Urban,Postgraduate,Male,Self,1
APP01200,106145,0,Self-Employed,30,Single,2,555,1,1.5,145357,1600202,1327599,36,Home,Urban,Postgraduate,Male,Private,1
APP01201,90638,0,Salaried,27,Single,1,562,0,1.5,240424,1117965,4556670,180,Home,Urban,Graduate,Male,Self,0
APP01202,100907,70514,Self-Employed,53,Married,2,804,0,0.611,324227,922186,1454577,180,Education,Semi-Urban,Graduate,Male,Private,1
APP01203,63384,10988,Self-Employed,43,Married,0,586,4,0.782,209749,502911,807914,180,Business,Rural,Undergraduate,Female,Govt,0
APP01204,32453,0,Salaried,41,Single,3,628,2,1.5,164424,857928,4330549,12,Home,Urban,Graduate,Male,Private,0
APP01205,132943,77229,Salaried,39,Married,1,753,2,1.5,442272,24727,1953915,24,Education,Semi-Urban,Postgraduate,Male,Govt,1
APP01206,70174,0,Salaried,39,Single,2,584,0,1.5,461261,1990153,1966576,240,Education,Semi-Urban,Graduate,Male,Self,1
APP01207,157618,13823,Business,56,Married,0,625,3,0.959,290851,480293,4564714,360,Home,Urban,Postgraduate,Male,Govt,0
APP01208,52669,24696,Self-Employed,49,Married,1,663,1,1.5,158233,19882,4978662,180,Home,Semi-Urban,Graduate,Male,Private,0
APP01209,31172,11629,Salaried,38,Married,1,652,3,1.5,465606,1883240,4237358,12,Business,Urban,Graduate,Male,Self,0
APP01210,26842,3856,Self-Employed,22,Married,1,602,0,0.876,416866,59556,124493,60,Home,Rural,Graduate,Male,Self,0
APP01211,42918,0,Salaried,21,Single,0,664,0,1.5,284088,1887145,1569171,240,Personal,Urban,Graduate,Male,Private,0
APP01212,119012,66611,Self-Employed,25,Married,2,734,4,1.5,274690,1093630,4312452,84,Home,Semi-Urban,Graduate,Male,Self,0
APP01213,17082,33469,Self-Employed,40,Married,0,670,1,1.5,59139,198175,3338820,12,Education,Urban,Postgraduate,Male,Govt,0
APP01214,38677,73721,Salaried,31,Married,2,627,3,0.25,118857,942291,390453,180,Education,Rural,Graduate,Male,Self,1
APP01215,117903,72372,Business,62,Married,3,755,0,0.05,274351,1137165,50443,120,Home,Urban,Graduate,Male,Private,1
APP01216,101506,46072,Self-Employed,22,Married,2,816,1,1.173,99804,1241829,4807333,360,Home,Rural,Postgraduate,Female,Govt,1
APP01217,24795,0,Self-Employed,23,Single,2,756,3,1.5,208094,1992835,1142745,60,Home,Rural,Postgraduate,Male,Private,1
APP01218,97242,35017,Salaried,43,Married,2,590,1,1.5,298366,1141911,4523757,60,Home,Rural,Undergraduate,Female,Govt,0
APP01219,137309,10705,Business,32,Married,1,592,2,0.955,427337,36959,2617817,240,Business,Semi-Urban,Postgraduate,Male,Private,0
APP01220,165341,19606,Business,40,Married,3,714,0,1.5,351447,1385974,3078921,60,Home,Semi-Urban,Graduate,Female,Govt,1
APP01221,72907,0,Salaried,25,Single,0,693,0,1.5,174987,220148,2241651,36,Personal,Urban,Postgraduate,Female,Private,0
APP01222,34449,35319,Salaried,57,Married,2,582,0,1.5,15017,90633,4923899,180,Home,Urban,Undergraduate,Male,Self,0
APP01223,49630,57254,Salaried,58,Married,2,702,1,1.5,151166,1137013,3834376,84,Business,Semi-Urban,Undergraduate,Female,Govt,1
APP01224,107887,0,Self-Employed,50,Single,1,687,2,1.5,36236,1142634,4954746,360,Education,Urban,Graduate,Male,Private,0
APP01225,119286,2214,Self-Employed,29,Married,1,798,1,1.136,405880,955407,894527,84,Home,Rural,Graduate,Male,Private,1
APP01226,35991,74070,Salaried,54,Married,1,645,1,1.284,297065,190118,3926050,360,Business,Urban,Graduate,Female,Self,0
APP01227,77459,49869,Business,64,Married,3,790,2,0.267,362525,957023,315066,120,Home,Semi-Urban,Postgraduate,Female,Private,1
APP01228,38859,0,Salaried,55,Single,3,794,0,1.498,347253,1417233,538843,120,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP01229,74398,44696,Self-Employed,42,Married,1,626,3,1.5,465435,798104,1820391,120,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP01230,73339,0,Salaried,64,Single,2,708,4,1.5,330734,1973254,2709212,180,Education,Semi-Urban,Graduate,Male,Private,0
APP01231,116068,0,Salaried,44,Single,3,663,0,1.5,276534,673463,1938379,60,Business,Urban,Postgraduate,Male,Govt,0
APP01232,129765,5334,Salaried,37,Married,0,659,0,1.5,431993,1056637,2532243,60,Business,Semi-Urban,Undergraduate,Female,Private,1
APP01233,78235,77817,Salaried,30,Married,0,699,0,1.075,184660,519412,4658357,360,Business,Urban,Graduate,Male,Govt,0
APP01234,95808,40522,Self-Employed,50,Married,2,616,2,1.5,391795,1003438,3271222,180,Business,Rural,Postgraduate,Male,Private,0
APP01235,47161,0,Self-Employed,43,Single,3,552,0,1.5,495529,1933170,4380951,120,Education,Rural,Graduate,Male,Private,0
APP01236,27512,65150,Salaried,52,Married,3,637,2,1.5,440883,930769,888152,12,Home,Rural,Undergraduate,Male,Private,0
APP01237,105982,30697,Salaried,37,Married,1,774,1,1.5,396685,1803118,3832514,180,Personal,Urban,Undergraduate,Male,Govt,1
APP01238,46912,10722,Salaried,37,Married,0,663,2,1.5,492863,1811025,3774096,120,Education,Urban,Postgraduate,Male,Self,0
APP01239,75361,0,Self-Employed,34,Single,1,678,2,1.5,34980,373378,4493463,60,Home,Urban,Postgraduate,Female,Self,0
APP01240,88836,16029,Self-Employed,29,Married,0,743,4,0.562,121960,956544,1091737,240,Education,Urban,Undergraduate,Female,Govt,1
APP01241,60515,0,Salaried,60,Single,0,552,0,1.5,236988,1012512,3228037,180,Business,Urban,Graduate,Male,Private,0
APP01242,36400,77042,Self-Employed,22,Married,2,715,0,0.971,422024,242118,2039034,240,Home,Semi-Urban,Graduate,Female,Private,1
APP01243,97816,8208,Salaried,45,Married,0,813,0,0.494,68470,935497,1453998,360,Business,Urban,Undergraduate,Female,Govt,1
APP01244,168975,75507,Business,59,Married,3,687,1,1.5,339906,1631083,2010697,12,Education,Semi-Urban,Graduate,Female,Private,0
APP01245,183770,8127,Business,29,Married,1,526,1,1.318,355127,596538,702738,36,Home,Rural,Graduate,Male,Private,0
APP01246,34332,47782,Self-Employed,42,Married,2,673,4,0.467,369789,881735,70966,24,Business,Semi-Urban,Undergraduate,Male,Self,0
APP01247,101826,15646,Business,63,Married,0,728,2,1.5,153998,1610741,1311221,36,Business,Urban,Postgraduate,Male,Self,1
APP01248,202480,0,Business,24,Single,1,688,0,1.5,22621,1305759,658903,24,Home,Urban,Graduate,Male,Private,0
APP01249,164628,0,Business,46,Single,0,701,2,0.292,409383,1307734,445268,120,Home,Semi-Urban,Graduate,Male,Private,1
APP01250,48808,0,Self-Employed,49,Single,4,711,0,1.5,338389,477584,3395778,360,Education,Urban,Graduate,Male,Self,0
APP01251,38031,76197,Salaried,54,Married,3,605,0,1.5,129604,1913293,4114986,24,Business,Semi-Urban,Graduate,Male,Self,0
APP01252,133819,32559,Salaried,43,Married,1,615,2,1.5,345920,1916432,2531004,60,Home,Urban,Graduate,Female,Self,0
APP01253,58000,75858,Salaried,57,Married,0,650,4,0.447,40031,1017944,387450,84,Home,Rural,Postgraduate,Male,Govt,1
APP01254,55327,0,Self-Employed,31,Single,3,711,0,1.5,299290,671380,1295173,84,Personal,Rural,Graduate,Male,Govt,1
APP01255,135848,0,Salaried,26,Single,1,584,2,1.5,275142,1809206,4899689,12,Education,Semi-Urban,Graduate,Female,Private,0
APP01256,92564,32380,Salaried,38,Married,0,844,3,1.5,119619,1345541,2105946,120,Home,Urban,Graduate,Female,Private,0
APP01257,145921,64994,Salaried,41,Married,2,486,0,0.14,438724,1777235,191473,84,Business,Urban,Undergraduate,Female,Govt,1
APP01258,120969,41284,Salaried,62,Married,3,543,0,1.5,474564,439216,4243000,120,Business,Rural,Graduate,Female,Govt,0
APP01259,23947,79922,Self-Employed,56,Married,0,724,2,1.5,122974,688211,1073105,60,Business,Semi-Urban,Graduate,Male,Self,1
APP01260,51137,78874,Business,61,Married,0,717,2,1.19,298245,1834233,1432015,120,Home,Urban,Graduate,Female,Self,1
APP01261,62576,0,Self-Employed,58,Single,3,674,1,1.391,266164,1588889,2417051,360,Business,Urban,Postgraduate,Male,Private,0
APP01262,55916,0,Self-Employed,54,Single,0,734,0,1.5,346908,91551,2357144,12,Personal,Urban,Postgraduate,Male,Self,1
APP01263,61923,24463,Self-Employed,37,Married,0,725,1,1.329,422963,539719,1062968,120,Home,Rural,Graduate,Male,Private,0
APP01264,82751,75739,Salaried,57,Married,2,680,2,1.5,378980,1526380,2895526,12,Personal,Urban,Graduate,Male,Self,0
APP01265,77492,0,Salaried,45,Single,3,701,1,1.5,196872,758895,4147129,180,Home,Semi-Urban,Graduate,Male,Private,1
APP01266,50165,11325,Business,58,Married,1,428,0,1.5,100326,436395,3036884,60,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP01267,43361,19088,Salaried,32,Married,4,669,2,1.5,269026,1352378,4944728,120,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP01268,92949,74922,Salaried,43,Married,2,676,1,0.85,175027,378652,1982918,180,Personal,Rural,Graduate,Male,Private,0
APP01269,42563,76803,Self-Employed,62,Married,0,833,3,1.5,220267,1472784,2102145,84,Home,Rural,Graduate,Male,Private,1
APP01270,56070,15419,Salaried,42,Married,4,613,3,0.969,64965,458407,1923417,360,Personal,Semi-Urban,Graduate,Female,Govt,0
APP01271,128722,0,Salaried,41,Single,1,677,2,0.832,117956,512318,1982912,240,Home,Urban,Graduate,Male,Self,0
APP01272,47409,45854,Salaried,47,Married,0,793,4,1.5,224866,711761,1669533,36,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP01273,54854,2904,Salaried,51,Married,2,724,4,1.5,225494,697418,3406789,12,Personal,Semi-Urban,Graduate,Female,Govt,0
APP01274,121742,0,Salaried,26,Single,1,682,1,1.245,177632,203180,2807309,240,Home,Semi-Urban,Graduate,Male,Private,0
APP01275,144625,63556,Salaried,47,Married,0,756,2,1.5,36343,1629643,1559156,60,Home,Semi-Urban,Graduate,Male,Private,1
APP01276,24515,0,Self-Employed,60,Single,0,616,2,1.5,254550,1608526,2225205,180,Personal,Urban,Undergraduate,Female,Private,0
APP01277,126665,0,Business,54,Single,1,818,1,1.5,351087,1215833,1639807,60,Education,Semi-Urban,Undergraduate,Male,Self,1
APP01278,61365,24055,Salaried,32,Married,3,731,0,1.5,120154,1917176,3188709,180,Personal,Urban,Graduate,Male,Private,0
APP01279,178449,0,Business,27,Single,2,549,1,1.5,402166,1973890,2255526,12,Home,Rural,Graduate,Female,Private,0
APP01280,91156,53014,Salaried,30,Married,4,631,0,1.5,139961,471426,4271135,12,Personal,Urban,Graduate,Female,Private,0
APP01281,124233,0,Salaried,37,Single,0,507,0,1.5,428626,501669,4548492,24,Home,Semi-Urban,Graduate,Male,Govt,1
APP01282,146232,3646,Salaried,46,Married,0,743,0,0.588,492720,1623906,571332,84,Education,Urban,Graduate,Male,Private,1
APP01283,74595,0,Self-Employed,41,Single,0,725,3,1.247,23976,204488,861246,120,Business,Semi-Urban,Postgraduate,Male,Self,0
APP01284,40455,0,Salaried,48,Single,0,643,1,1.5,290160,1913194,1289906,24,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP01285,24200,12549,Self-Employed,22,Married,0,776,0,1.5,210819,912679,1304847,12,Home,Urban,Undergraduate,Male,Private,1
APP01286,65469,14853,Self-Employed,63,Married,2,673,1,1.5,158814,165955,3661380,360,Business,Rural,Graduate,Male,Self,0
